user_id,helpful_vote
AHGAOIZVODNHYMNCBV4DECZH42UQ,2
AH3OG6QD6EDJGZRVCFKV4B66VWNQ,22
AFW2PDT3AMT4X3PYQG7FJZH5FXFA,2320
AGYEAZK4OEYF2MSSTGJ5WNJDVZKA,1
AFUB7CHTXRPD447QVQCHBZVN2IPQ,4
AFGWR7GZLOWSTFN2QJBE5NMGVEGQ,3
AE7BV6IMNPZ3F266H7PXMH3BZQNQ,166
AEHZXP35GBAQS4TD74JRUOFZI7SA,127
AGJOKZFVJ665TS2NJFP46AJQJL3Q,2
AHT24MMCKVNZ7RGZ46LFEWBUPOFA,0
AFJOCZGYW6QFTYEYBZXCFZNWONKQ,2
AFTDSPCG32FV2VPWLEYPDQARTSQA,0
AGZFRAVHZY6FKJ7JUMJ6Y5R7HMHA,3
AFKJQMCY3HIYNHN3FEMLQXPGIPWA,0
AGGJ6SHNO3HLK5JODWEITQQJETKQ,7
AFX54TU2SL5JJ53SZ72G6PEMSOOA,2
AG6MS57RFS4F2MZ5XJUINK7J4YCQ,7
AGQANGDZQGK2IOWOXHOCTPBPQRKA,4
AENAC6DVZYNNTEGCPUA542BD46VA,0
AGH7IQ2Y3DY4I6FXD5KWXIYAN57A,0
AGWWTJ2WJXCTXGD3TFDWUUBYOAXQ,0
AFQMW57GEUJGFS6RKLFFPDRNAQFA,0
AGS47C3SO62X375JL7RWNBKCFXXA,0
AG3S4FROO422V5KP7DJCBXVUQLJQ,566
AHF23TTAPE3MPI45R2YET4OGHFTA,1
AEN2NKUOAXGNLLT6DCQDQ2LK7M6Q,78
AG25ZASYXSIF666IYOAOXJTTX2WQ,1
AEPTHE6UGTAHFEQTVNIB4K7H272Q,0
AHTBBASAHXHHOXKLSSZG2IPUDDFA,66
AGTMZCWIWBH43TCW7UKG2YV2EKKA,4959
AGRQV4NXI76YDR247XG4QDXFO3JQ,0
AE36CH2CNKXKUUZSSDUBSFN5ARWQ,4
AF2BLE54TEMGZ546U763ZHZRXC4A,59
AFDNLNTANUGENK62RSTAQALJOWPQ,74
AHZZJQYNVZUJNPNQ737ITGEQUB4A,7
AE3ADG6WP7UYB54J3CRQ22BLQE3A,28
AE53BPYA42RVO7EG7MIR7AMUSZBQ,2
AGQPAYVT3UXTUMSX5NTDVXMUIIVQ,1
AEAVLSCYOUN57UZXZ5WEWPIAG35Q,2
AHTLWVDXSMG5YMVMEIWWOU6XBZMA,0
AH7UKE3JVRDLDME7ZEDCPVF7QS5Q,17
AGXPI72I5AC3HGO3L37BGW6IO4JA,13
AE2C3MK7LXEZJVB2UXM45QCI2TBQ,9
AEQFQDC2GL6C62Y5WNZFLB44GIBA,0
AGPRJ7DWS4UA6NBFXUN7TRUFQYEQ,8
AEMI74JHKARVZR5F3DVAK4FMANXQ,11
AHPUCPL5F3PBJDSOS2IJJVZU3FHQ,0
AEDJVPROO4BDZVXAVXWZI5IVCZQQ,15
AGOEOPHEQDQYEQEJFI53KFUDLZVA,41
AFG4JI5VU7OPZKQK6ZJOURYIPPFA,1
AFHYESNZHGG4F5AGDIC6CBLCIESQ,0
AEE3TDZND3EFQLDZE3NWYTHC44IA,0
AGWDYYVVWM3DC3CASUZKXK67G6IA,11286
AGCO5AU5AVDFJKKVVX2TAYMDDP3Q,94
AG2ZGWAGJOGZN22KZ6CHW62URNOQ,134
AHI3B7VVKAJT3TUWF3LWAB5CAYAQ,0
AELA4HJK4R6EBP3P32E2IH5XNLGA,0
AHX4KAMYA2RV2IOYNWGUEUTX66XQ,4
AEZIW242EBVLBV24LA7FKYVN7YUQ,1329
AF3QKQDBPOQRR3YKMXXVW5CHWFMA,0
AEV5QK5B6EOXF6DEG7V36PKN2VAQ,22
AHWQI5RDKU3AHHGKAKNLB6BMQSFQ,249
AFQIVYHWA34H6K3JDVAOYOXH534Q,3
AHKZ6FLSDFO7YUXHTRHM5BYTKJOA,14
AHGFYFT7I77M255JEL7XQW4KFU6A,15
AEBOX3VURJY6CTZCLHPYCTVADRNQ,0
AH2RTUHR6HFPDYZUTNZIG2BILG2Q,1
AHEWI2CRJXHPIYZWP6RYZ2FDCJZA,0
AHCMVKKF56LYDCDRWFNRQ3V2ZR5Q,1
AHMWCAGVFWRIQGRRLRL5KB7KVZPA,0
AGKTPA4K3NKKVKX3RHSW7ZBLZEXA,10
AECBGBU5TUVNJ2C7IXIN5UQBLITQ,0
AHZZPUYPNZQ7QXK55HGGE3Z7TTEA,0
AF7EY7M7BAOTHXN3K7K6R5WSVTVQ,1
AEYL33RQMQHQNHXTTQQNYFMZUB3A,7
AE2ODZ4VYQ5FNNCONSHSNZM7PHSQ,278
AHMP47DAWWBKPNXNYUC7HRPZKRYQ,0
AEQP7BO3DYS6ET6ANKREYSJFAHSA,19
AFIO2BZVHQ63IEXQ7XA52UX7VWMQ,0
AFOAVWO4MITHAYNENA6SLWOJZ55Q,0
AHG32V5Z74FFKFLACRPEDM2FU5FA,15
AGZ5BQZVJ3C4LG3REK7X2WUYPOHA,28
AGZFKS2YWMNIDET6P3HH3BJPXGWA,0
AE5DK6FQTEOBBFONY64EW3ZFTYVQ,0
AE5VPKX64CVOPH6X75C7EQXAIGLA,211
AENH6LSB6BM7XLPEYUL43WBOD6JA,957
AGKHDQO3Q74QAOVEQEIZ3BMSDEBA,208
AGSP6LSQK32SQEJO3YVVNACPWMSQ,150
AFBUVEUIZZMKE2PC7D46LCM6C53Q,0
AELOFMVKR6FE7OOQGDPYGIFF6KVQ,1
AGAQA25V3AR7HU6RKJ72C5PUT5UQ,61
AH6X55ZNDYTAYPY6YE7RHM4U5EZQ,0
AHGONLBPMXIJRW3JUB6HO4UVPP6Q,9
AEHMQSTB6ESWFAT4AHROTV6M7VWA,0
AGZYNKTWTUPP4ZLJ77LH7TFL6Y5A,88
AEX3JEM4XNO3WY27QN2LIV7EKMKA,1
AE6FCNSLO27JTUJYWXMN7NTUBRWQ,1
AE2JT2433VWURU2CEQB4HKLZNDRQ,0
AGBZTGGZ7CGQHLNOZDVJNHRYDFPA,18
AFBFBKRVURIRVCVMHDOR4PFXXCDQ,30
AGAE6KDFMIALPBHFHEJKT4KJKEIA,2
AE52U34CK7FHXFZXLBV5T7EPLKPQ,15
AFYEQGWZLEEM3VICX4K7GEITCNDQ,1
AEM5YPNWRFZMTISA7MNO5Q55CERQ,0
AEKCPCESH56P72UAR4LSGD4SI3HQ,4
AFUSHNNLRNRO7Z45ICYGVQ5JU6EA,1
AE62UN4Q5JNY6V3J6BOXSW4XC3KA,1
AGOR46NARFZQ35TJA7GVUWC7WX5Q,6
AFIJLAW3HIOMRUFSWNH54IJ3XQAA,22588
AG5XGWBUVIQWZBR2CSPLHNBGINLA,0
AEE7M6SSLM6MOAKW7X5KGVI3QVHQ,0
AG3XVMSR63FRTMHFIACPDO7OYZDA,13
AF7EM4N67D5P4YJKZZF7XODK6HVA,9
AHZ547XWV2I5OBJ5FO2ZQ7JWR6QA,55
AEONA76PFRHESS2JG3KEUFQIGHGA,6
AFE7XVAELVHIHWHKM6NFIVLS55YA,1
AHXTTELUUFQL2JISQXM74IBS42DA,0
AEJOF7IWCXUQQJGQ6VZGRDX3HGKA,0
AEPY3WJN3G2XOBDIUN3RXMU7YXAA,234
AE4EY2RB3FDDFWK5AEBP2WP3AGMA,8
AHAI5HUHQGZ4HO5MMNFEX4MVIM3A,5
AGOMGWFQQGFNSIQNGXIL2USM3EOA,0
AFDMBP5WKTPK4TUMUXPDDDQOFP2A,0
AFYPRMPB3XQUHB7ZDJ2NVZRVRQVQ,108
AGMMAQVN5LH5CYR5VLPGAYRLFBJA,0
AFRWRFROLSWDUPFVWCWLMARPVGJA,9
AEFHQE7GHY2O23AJESRJ2NYVVPSQ,0
AHT4BYG5DOGZ2QV3MYWV5PYC5Z3A,4
AHRXAQIUXEYOX4RZY4FTPB5QZORA,0
AFQZDTGOFXWVYVK3GKDWUKGDMBLQ,0
AELCJLJAOMS3DFYF6KUXMXJBXARA,0
AGRKORVXCVNDGPEAF5W7NG74FP2A,3
AF67PYI2JFGZ7SZZOOWPTIWBZW5A,5
AH76IQOCFNQJNEPMP2XUVMQWGYMA,0
AFK7OYHDESSAWUPMYPOBUC7L4E3Q,18
AE5NOSEXKQHWMPATOYD3FM2ZJ5BQ,0
AFRRY33UKK3KLUJXWVA3OXLAJMEA,3
AHU5CQIGTPW3L7CSVCMW66XSSPDA,0
AHKJOOAD6EZWMTAVRS2SIWPJSNNA,0
AGXT3RNOFJODHMPMDB3TXBAU42YQ,0
AGZGA2B5XSMI45L7T3TJM6SZZ4LQ,0
AGAVKNCPQC4E4KVNDMKCNG74DLAA,79
AHJIG2OSUZ2B5J3J3XJNXBAZOTJA,0
AE6VDHCPPW2D3R7IYILBAE5C32RA,0
AEZRDTTMTVKCV7BMDR3L23XHL2MA,3
AFO7RWACXRPNINN7C7HG5CCGVMCQ,115
AEYL4ZM2I6F6JZAMXCI6WINOA4WA,0
AHZXN2OZBRTGQU4UVYDWDR2JU5CA,1
AHLVYTD6QPNAYBIIDTR7H3GWAYZQ,8
AFN4JFDMHCUG5CIT5S7O3IN5L6TQ,19
AG3OMX2OKPGW6HEMNPEVIP7CB4HA,0
AG4LLC6OSJUW7MTIZE4G332S5MYA,2
AFHP5ELLKFTYFI6FH2X5XF4WDRDA,2
AEOCSHVOBSGQAN5MBKGPRRHF2OSQ,0
AH4Z47YBJ7FV42RHZBLKLGHH35CA,2
AEL5ZHI6X5STOL3Y6PCQRSSTIWRQ,1
AHWZLEZ32TUVMHLGAT2RHWSWJ6SA,12
AGOTIZH7DO5TBSSAKDOMYQKDMDSA,224
AFXAX77UJGWZG2JU2Z52CQQH7YAA,0
AH5Z53QCWLNKZZZXXZ5Z5A4HA4HA,6
AGKL6HULUU4BORINRMSKERMGN6YQ,0
AHQFGROZVW3ZWQFYDPUM7PCPKKRA,14
AHLNMKVMOMO7SMAI3TRC3RCMUAMQ,33
AFJGUSPU2TVTQ5NQMQCGL52IWO6A,6
AGGTIOAQBT2XEBVS3H2WNVAWV3NQ,0
AFZNUOLBP4VX46FPIMS6R7TPFPHA,4
AH4KAKXUUFJIWCE2Q6UP3YP3PAQQ,3
AFUEQBZGK777OQIPKCIGQKK53MDA,261
AGRC3JDXRCSSQ6TOMEB66Y5ORIYA,6
AHAR2ITQ3O2FJJDLIORAQ226KZHQ,9
AE6U2ZCGCBRDU3TT3PVH44ITRLOA,2348
AG5QC2TGPZRTGSNFVFSLXDHG2ORQ,0
AHCLVJWUA4O6BWTQTEAR4YI72SKQ,0
AEIIADPXUMFT4KJEZQUOZVZ67S5Q,64
AHNA2T6S3LRE5NPKVWQ3VAYAN6OA,0
AFGI5XVA5EBVOE2EOS42KHQSULXA,849
AHM2XKCUWJ4GZQNGDGNEVEN7FJYQ,94
AGXFIFO4VWNHPAX3VJPRQ2QJSCSQ,1228
AEKKEUY422QHRJH7EAPZ2M7SONNQ,13
AFO2VP5GWU5PF44UFVG5HTOHYLHA,1
AHQIJ7JMNCO2EXSIKHXWRRSVMUXA,0
AF5JU3VCZM2XNQAN6T7NFJEENENA,4
AH2JZ2XBZ4WYWY2GBU33YXFT2LWQ,11
AGC6RAOTWSUWXFPFJ2SQUB4CDRVA,20
AGVEYTISKLZ4ETNFKLNVSX76BSKA,0
AFSHBL3LUTLGO3UJONM6LVEJLEQQ,59
AHTWISCZKNLEBVTIFZP6EZRY2ISA,91
AGXCHND2PQ4BCHN2WLQQAGRGJV6Q,5
AHPFTU3P6FCD57ELJNKKDHASQWJA,0
AGJNVOT2M5ABHV6TDAPHZ44GKYHQ,4
AFXNV267KBJBGT2MFSCHYAFQ374A,0
AFLUOMMI4GS453Q6DCIJFEPZ6W3A,3
AH4I4FH62IYYT66F5N6CIJG75ARQ,0
AEDWKL5XHI2IRVNK2RTBOU7X7C3Q,2
AHMYFQKGC63ASONWKPQSYEE3U2IQ,10
AE5CE7OYTR6GVPFPLDKU4WH2U3QA,71
AFZSAYNMKDTQVOXQW2TCIGBR7RHQ,2
AGK4YQYSSY3FU3SNX3EQJONELJJA,0
AETA5FGE644L56YYDZI45UHV3HNA,0
AHJ3S3V3XBCJZFF7EE4RALKBJPPQ,3357
AHOSO5AB2V3TPUIYV5QMPKOYCC6Q,714
AHOY6RP5IP57UAV75SOAXQO7KR3A,2
AFRIUHBUT3I62AG63WOJ6GO7MK7Q,1
AHZAMCQPDRULSR64PRS76ZOWLAPA,1
AFTLTH2ZDYNCDL2VPKZBTF75RKTA,6
AEKN6BLZOYHOCQOCJIK2EUYSDBXA,0
AFFCDWM66CJL6RZPDNZ4EYVXGH2A,63
AFKFBJ3ZLGYAUQYGW7YCIAUFZGOA,12
AHCZKF7BGNDSCAL2QFSH7FHEIMHA,34
AGRESDHSWKRHTNABSWNBZLGVSGEQ,0
AFC3IQ472D7B2SCOKFD5HEJI3CCQ,0
AEXUL6NAQAAMP72AP3HDBO6HTV2A,11
AGSYP37K3WKNWP3RWSAHTYEBVISQ,2
AEZWSCRCKA7TSIPCA3TQKJHD3IOA,1
AEDJGRNGLDCSPDQ4JNQJ7CPOB7PA,6
